Shipment,Principal Code ,Principal Name,Product Category,Sales Order No,Delivery Order No,Sales Invoice No,PO Number,Required Delivery Date (RDD),Customer Code,Customer Name,Customer Address,SKU Code,SKU Description,SLED,Batch code,Quantity,UOM,Volume (CBM),Weight (KG)
,PCC-000616,RFM Corporation,FOOD,131386244,331405611,1001368558,3857512,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000363,SK ORANGE DOY 185ML X 10,,,3,CASE,0.015,6.39
,PCC-000616,RFM Corporation,FOOD,131386244,331405611,1001368558,3857512,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000923,SK GRAPE 235ML X 24,,,1,CASE,0.01,6.28
,PCC-000616,RFM Corporation,FOOD,131386244,331405611,1001368558,3857512,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000948,SK ORANGE DOY 250ML,,,2,CASE,0.012,5.46
,PCC-000616,RFM Corporation,FOOD,131386244,331405611,1001368558,3857512,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000955,SK  ORANGE 1L  x 12S,,,3,CASE,0.048,39.6
,PCC-000616,RFM Corporation,FOOD,131386706,331405606,1001368554,3862713,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",WF000176,WKHTCAKE COMPLTE SYRUP400GX24,,,1,CASE,0.032,11.33
,PCC-000616,RFM Corporation,FOOD,131386706,331405606,1001368554,3862713,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",WF000214,WK ULTIMATE FUDGE 580GX24,,,1,CASE,0.032,15.73
,PCC-000616,RFM Corporation,FOOD,131386706,331405606,1001368554,3862713,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",WF000213,WK BTRSCOTCH500GX24,,,1,CASE,0.031,13.73
,PCC-000616,RFM Corporation,FOOD,131386698,331405608,1001368555,3863271,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000889,FFM1LX2sX6 save P15,,,33,CASE,0.528,439.56
,PCC-000616,RFM Corporation,FOOD,131386698,331405608,1001368555,3863271,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000942,SEL FILLED MILK 1 LITERX 12,,,5,CASE,0.08,65.95
,PCC-000616,RFM Corporation,FOOD,131386698,331405608,1001368555,3863271,8 07 2018,19753,RS - RP METRO EAST,"Marcos Highway, F. Felix Ave., Dela Pasig City",JF000944,SEL FORT LOWFAT 1L X 12,,,2,CASE,0.032,26.4
