Shipment,Principal Code ,Principal Name,Product Category,Sales Order No,Delivery Order No,Sales Invoice No,PO Number,Required Delivery Date (RDD),Customer Code,Customer Name,Customer Address,SKU Code,SKU Description,SLED,Batch code,Quantity,UOM,Volume (CBM),Weight (KG)
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004310,LADY'S CHOICE SNDWCH SPRD 12X470ML,,,1,CASE,0.016,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004319,LADY'S CHOICE RGLR MYNS 24X220ML,,,1,CASE,0.016,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004321,LADY'S CHOICE RGLR MYNS 6X700ML,,,1,CASE,0.009,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004331,LADY'S CHOICE SNDWCH SPRD HAM 24X220ML,,,1,CASE,0.016,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004332,LADY'S CHOICE SNDWCH SPRD HAM 12X470ML,,,1,CASE,0.016,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004338,LADY'S CHOICE SNDWCH SPRD BCN 12X470ML,,,1,CASE,0.016,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004665,BESTFOODS RGLR MYNS MAYO MAGIC 6X700ML,,,1,CASE,0.009,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004688,BESTFOODS SNDWCH SPRD SLD MATE 6X700ML,,,1,CASE,0.009,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004752,KNORR LIQUID SEASONING ORIGINAL 6X1L,,,1,CASE,0.012,0.074
4802228399,PCC-000614,Unilever Philippines,NON-FOOD,1809082250,2816610426,53464938,31182203-00,7/28/18,15146644,PUREGOLD PRICE CLUB INC,PARANAQUE,65004749,KNORR SOY LQD SNSNGORGNL24X250ML,,,1,CASE,0.021,0.074
