Shipment,Principal Code ,Principal Name,Product Category,Sales Order No,Delivery Order No,Sales Invoice No,PO Number,Required Delivery Date (RDD),Customer Code,Customer Name,Customer Address,SKU Code,SKU Description,SLED,Batch code,Quantity,UOM,Volume (CBM),Weight (KG)
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004475,LADY'S CHOICE SNDWCH SPRD 72X80ML,,,1,CASE,0.013,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004471,LADY'S CHOICE RGLR MYNS 72X80ML,,,8,CASE,0.106,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004473,LADY'S CHOICE SNDWCH SPRD CHCKN 72X80ML,,,1,CASE,0.013,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004679,BESTFOODS SNDWCH SPRD DOY 24X220ML,,,1,CASE,0.01,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004685,BESTFOODS SNDWCH SPRDSLDMATEDOY24X220ML,,,2,CASE,0.02,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004668,BESTFOODS RGLR MYNS DOY 24X220ML,,,2,CASE,0.02,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004662,BESTFOODS RGLR MYNS MAYOMAGICDOY24X220ML,,,3,CASE,0.031,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,65004736,LADY'S CHOICE RGLR MYNS 72X15ML,,,7,CASE,0.029,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,21123437,KNORR RGLY DRY SOUP CRAB N CRN 60X60G,,,6,CASE,0.108,0.242
4802227439,PCC-000614,Unilever Philippines,NON-FOOD,1809082140,1809082140,1809082140,31182124-00,7/28/18,50200358,PUREGOLD PRICE CLUB INC - MAKATI,PUREGOLD PRICE CLUB INC - MAKATI,21123436,KNORR RGLY DRY SOUP CRAB N CRN 72X40G,,,1,CASE,0.014,0.242
